Commentaire ID,Texte du commentaire
UgyeSdwBvc76j30luNp4AaABAg,"<a href=""UCkszU2WH9gy1mb0dV-11UJg/ygF1XpGUMMjk8gSDrI2wCx""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/ygF1XpGUMMjk8gSDrI2wCx""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/ygF1XpGUMMjk8gSDrI2wCx""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/ygF1XpGUMMjk8gSDrI2wCx""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/ygF1XpGUMMjk8gSDrI2wCx""></a>CEUX PEUPLE CHANTE TJRS L AMOUR ALORS QUE Y A UN GENOCIDE CHEZ EUX DE 12 000 000 MILLIONS DE MORTS ET DES MILLIERS DE FEMMES VIOLEE O KONGO MAIS EUX CHANTE TJRS L AMOUR ILS SONT CHELOU LES KONGOLAIS LES UKRAINIENS CHANTE PAS L AMOUR DU JOUR SO MATIN"
UgzbDIy3dYVjUgsiDBZ4AaABAg,"CEUX PEUPLE CHANTE TJRS L AMOUR ALORS QUE Y A UN GENOCIDE CHEZ EUX DE 12 000 000 MILLIONS DE MORTS ET DES MILLIERS DE FEMMES VIOLEE O KONGO MAIS EUX CHANTE TJRS L AMOUR ILS SONT CHELOU LES KONGOLAIS LES UKRAINIENS CHANTE PAS L AMOUR DU JOUR SO MATIN <a href=""UCkszU2WH9gy1mb0dV-11UJg/ygF1XpGUMMjk8gSDrI2wCx""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/ygF1XpGUMMjk8gSDrI2wCx""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/ygF1XpGUMMjk8gSDrI2wCx""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/ygF1XpGUMMjk8gSDrI2wCx""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/ygF1XpGUMMjk8gSDrI2wCx""></a>"
UgyQSPsVAQT7uZWbuSR4AaABAg,"<a href=""UCkszU2WH9gy1mb0dV-11UJg/ygF1XpGUMMjk8gSDrI2wCx""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/zPgfY66lCJGRhL0Pz6iA4Aw""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/zPgfY66lCJGRhL0Pz6iA4Aw""></a>"
UgyFwtlyrVcvr2DPCxh4AaABAg,"Du lourd,  fort NAZA"
UgzyWqi-Q4L4PiJIyiB4AaABAg,Toujours 🎉❤
UgybJTEOIkWoUMAsqcp4AaABAg,Naza tout terrain ! Waouuh
UgyzaZ9cacbOUdCQfet4AaABAg,Le son est chow-chow ça cartonne dans mon quartier 🔥🔥🔥💪🥊🍁🙊
Ugz8kHfwM1Rup65f4SZ4AaABAg,Validé 🎉❤
UgzyUiQqgWnsRnX-j2p4AaABAg,Elle fait beaucoup de peine cette music
UgzQWTTSiETZjkTVPbx4AaABAg,Du lourd et un grand respect 😊❤<br><br>Faites un feat avc dadju<br>Le jour du concert vous m&#39;enverrez le billet
Ugy4mWE1I-8JSpjZbrt4AaABAg,🇹🇬🇹🇬from togo🇹🇬🇹🇬Univers
UgyKO-h1jg3bRNg_63J4AaABAg,J’ai plus mâles depuis que tu est parti ❤dieux 🙏🏼
Ugy5LJVnFDTwMtRlid54AaABAg,This song
UgyqelVGjgwHfXFBxaB4AaABAg,Tu nous as transmis ce que tu ressentais 🥺🥺 c&#39;est fort🔥
Ugw0jeLKWvWyh_XhXKR4AaABAg,I Love ❤
UgydXu7wPynoMf4V7PZ4AaABAg,J&#39;ai mal 🥺💔
UgzB-IQqHrTGz0CYDC94AaABAg,Wahou toujours aussi fort
Ugx7m9uttzxCbmWM0LN4AaABAg,Ton talent est indéniable Naza ❤
Ugyo7FlfOffIOPKmfiB4AaABAg,"J’ai mal Naza<br><br>[Paroles de &quot;J&#39;ai mal&quot;]<br><br>[Intro]<br>Bobo<br>Qui va réparer si j&#39;ai bobo ? (Ouh, j&#39;ai mal)<br>Qui ? Bobo<br>Depuis qu&#39;t&#39;es partie, tu sais, j&#39;ai mal<br><br>[Couplet 1]<br>J&#39;ai pensé pouvoir décoller sans atterrir<br>Depuis qu&#39;t&#39;es partie, j&#39;ai perdu le goût de rire<br>J&#39;gardais la face devant les gens, oui, mais le pire<br>C&#39;est qu&#39;j&#39;suis condamné à le penser sans le dire<br><br>[Refrain]<br>Oui, j&#39;ai mal (J&#39;ai mal)<br>Depuis qu&#39;t&#39;es partie, tu sais, j&#39;ai mal (J&#39;ai mal)<br>J&#39;ai mal (J&#39;ai mal)<br>Depuis qu&#39;t&#39;es partie, tu sais, j&#39;ai mal (J&#39;ai mal)<br><br>[Couplet 2]<br>T&#39;as laissé un vide que je ne pourrais pas remplir<br>J&#39;préfère le chanter à défaut de te l&#39;écrirе<br>Le ciel t&#39;a repris dans sеs bras sans prévenir<br>Mais c&#39;est avec toi que j&#39;voulais bâtir un empire<br><br>[Pré-refrain]<br>Oui, bobo<br>Qui va réparer si j&#39;ai bobo ?<br>Qui ? Bobo<br>Depuis qu&#39;t&#39;es partie, tu sais, j&#39;ai mal<br><br>[Refrain]<br>Oui, j&#39;ai mal (J&#39;ai mal)<br>Depuis qu&#39;t&#39;es partie, tu sais, j&#39;ai mal (J&#39;ai mal)<br>J&#39;ai mal (J&#39;ai mal)<br>Depuis qu&#39;t&#39;es partie, tu sais, j&#39;ai mal (Depuis qu&#39;t&#39;es partie, tu sais, j&#39;ai mal)<br><br>[Post-refrain]<br>Bobo<br>Qui va réparer si j&#39;ai bobo ?<br>Qui ? Bobo<br>Depuis qu&#39;t&#39;es partie, tu sais, j&#39;ai mal<br><br>[Refrain]<br>Oui, j&#39;ai mal<br>Depuis qu&#39;t&#39;es partie, tu sais, j&#39;ai mal (J&#39;ai mal)<br>J&#39;ai mal<br>Depuis qu&#39;t&#39;es partie, tu sais, j&#39;ai mal<br><br>[Outro]<br>Bobo<br>Qui va réparer si j&#39;ai bobo ? (Ouh, j&#39;ai mal)<br>Qui ? Bobo<br>Depuis qu&#39;t&#39;es partie, tu sais, j&#39;ai mal"
UgyEPuoRudcqdWDyeMd4AaABAg,La fin qui m&#39;a tu😢
UgxGMXdH1WpRVxWF__t4AaABAg,Domage que ta bouger le bidou comme un vrai danseur congolais
Ugx4uMcaGuF88ef0E1Z4AaABAg,Much love for this Song from germany
Ugy4yo26OtkijIXFBEp4AaABAg,La meilleure chanson naza 😮🔥
UgxhCMjHmRUukzutAJN4AaABAg,Nice concept 🇨🇩
UgwQq4UE3iikPTerNLt4AaABAg,en boucleee !!!:!
UgxRdOzGiupt-R5ejRJ4AaABAg,T’as mal au ventre ?
Ugz6r4ZKMR_7m8Ddkq14AaABAg,Félicitation c&#39;est très formidable ❤
Ugy-5odVGR8b04K-fjt4AaABAg,ETS <br>Le<br>Noir<br>Service<br>Kinshasa
UgyqFkVvOYnJZBXgP_B4AaABAg,"Il est le meilleur rappeur français pour moi,  il est fort vraiment ❤❤😮"
UgzNcTuF6LDawrs1k5N4AaABAg,Ils ne sont pas encore au courant de cette masterclass ✨☔️☔️
UgyyJL_t5Lurg8gk4P54AaABAg,Cette chanson méritait 4min !!!! ❤
UgxKdGfH73HqZavwEOV4AaABAg,Naza le goat dans son domaine
Ugz2gDiUx54pa5aQvzh4AaABAg,"<a href=""https://www.youtube.com/@desiboymusic"">https://www.youtube.com/@desiboymusic</a>"
UgywQe8tA4G63eTZoDN4AaABAg,🔥🔥🔥🔥
UgyfgK0NoIOVV7RzlKt4AaABAg,🔥🔥 j&#39;adore cette chanson depuis Sénégal🇸🇳
UgzH23sgLTHSPq1s8iV4AaABAg,Je veux 10 likes
Ugz2tzWySAmdFxMyxi54AaABAg,Cool 👍
Ugy-87BmJWCmRN_YjLV4AaABAg,♫~~♧~♧♪♫~~♧~♧♪🎧❤❤🎙 🎧♫~~♧~♧♪♫~~♧~♧♪
UgzCZ2qJHMDcrc2y1lx4AaABAg,Libanga na chanson mon grand Naza c validé 💪
UgwBDfB0pYt-7azQgal4AaABAg,Le titre m as fait sourire vu que je le vois tout le temps sourire
UgxUPpQe-5kyXYLuf4B4AaABAg,Félicitations je suis un fan de  ta musique tu es trop fort qu&#39;elle voix et j&#39;ai kiffe le clip bravo batika yo
UgzgL5p0J59EDzGk62F4AaABAg,Trop trop Trop trop lourd 🔥🔥🔥🔥🔥🔥🔥🔥🔥
Ugz8fAiqe6ANtdcKSdx4AaABAg,Magnifique on a ts perdu des etres chères et c ceux qui fait le plus mal
Ugz79pi6qgryiurhwAN4AaABAg,Naza❤
UgxJq1cmF9qjvs2kgb54AaABAg,lourd et émotionnelle 🥺💔
UgwgQv97u-wqNFrq5954AaABAg,Trop fort
UgymFEnsMeS_z-rrE-l4AaABAg,"<a href=""https://www.youtube.com/watch?v=IFTd0l8H7x0"">https://youtu.be/IFTd0l8H7x0?si=EIOwbtHTapP_lzaV</a><br><b>Naza j&#39;ai mal free_beat by Jay-beatz baby 4k</b>"
UgzEKkDWDa2rikuoAGd4AaABAg,Nous aussi....on a mal...quand tu crachotes dans ton mic...mes oreilles saignent la put...de sa mère. Quelle génération de baltringue....
UgzFQM2-RZIBfQkJY-N4AaABAg,Du miel 🍯 ❤️‍🔥
UgwGOVia5NchfQ3SU4B4AaABAg,Il assure dans ce genre de rythme. Il déchire❤❤❤
Ugwwi74prQgKPSsZA9B4AaABAg,👌
UgxhgTrkLCgc14_nCeh4AaABAg,J&#39;ai enfin retrouvé mon Naza beubeu🕺🕺🕺
Ugz3a0VBXs3p0anRuAR4AaABAg,Non naza level
Ugy_C_2dhR986eZjoaF4AaABAg,je suis sur gradur il appel naza et lui dit j&#39;ai mallllll pour le faire ch**
UgzR6n-eT96TwpGr1Nh4AaABAg,Ok fait ton boulot
UgwOpzwD8bzQO3_iudJ4AaABAg,Naza il a trop dormi je trouve
UgwHa3FFBG5TmIDnSCx4AaABAg,Incroyable NAZA 🎉❤
Ugy7ig2RSJEn6gUdkPp4AaABAg,Fais nous un acoustique
UgzfPD69tPp3rB045ut4AaABAg,Je suis très fière de vivre cette époque avec un artiste comme Naza  que de la bonne musique
Ugz1tnpyoVLhK_BGV4h4AaABAg,Très beaux projets 😊
UgyuxNz3H5SCbJ4gkEx4AaABAg,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
UgyRvPtr1IidrTB3gZR4AaABAg,Mouana Mboka❤ NDEKO PARIS NDEKO Kaka ❤❤❤
UgzRQdKbADE0JYGbG0R4AaABAg,J&#39;ai les larmes  aux yeux quand j&#39;écoute j&#39;ai mal !! 😭😭
UgyOqBb67oJs-KWYVUN4AaABAg,naza trop cool
UgzVc61tW-oZJjScDxR4AaABAg,❤
UgybeZy9ji8jf4-rOCB4AaABAg,C’est quoi cette master classe l’instru ouf ❤
UgwDGEBIyhxA3UoKq5V4AaABAg,Bravo à toi 🎉
Ugw8bV5bLmToEBHS5ll4AaABAg,"le son est fou, pourquoi elle dure que 2min16 :("
UgwD8UeHzYlr37h8j614AaABAg,"Naza, et si tu tombes je tombe aussi. J&#39;adore ce fragment musical depuis Goma 🇨🇩"
UgyYeY3cEgyT0qkuLOt4AaABAg,"🤔 Si ça va pas, vas voir le psy le 💯🤪lol lourd le son et merci 🙏 la force est avec toi"
UgzR-kyTfDyK7L6vz4l4AaABAg,Wahou💞
Ugy2hoLhMtcC5zlyXFl4AaABAg,C&#39;est magnifique💖
Ugzi8eTW9X2H9sKp_Vt4AaABAg,Je valide
UgzouN_npdly86IWf-Z4AaABAg,"Naza, on entend l&#39;album 🎉❤😢"
UgzrLHjkvi3o3pl34Q14AaABAg,Lourd👌
UgzD4ezlKtdB5glINUp4AaABAg,Meilleurs 💯💯
UgxmuZiJPhSUsiVh5tF4AaABAg,C&#39;est juste waouh !<br>J&#39;ai aimé dès la première note
UgxUjIJhnuo_LfqfnFJ4AaABAg,"<a href=""https://www.youtube.com/channel/UCJVBa_rNJSMWrvfq6uCpEtg"">https://www.youtube.com/channel/UCJVBa_rNJSMWrvfq6uCpEtg?sub_confirmation=1</a>"
UgzXfezpVyTw5uZ4Lpd4AaABAg,@miniyoutube
UgzgmtqBT8E0DFiGcv14AaABAg,"<a href=""https://www.youtube.com/channel/UCJVBa_rNJSMWrvfq6uCpEtg"">https://www.youtube.com/channel/UCJVBa_rNJSMWrvfq6uCpEtg?sub_confirmation=1</a>"
UgyQkM8LPBxqP8m0uFN4AaABAg,"<a href=""https://www.youtube.com/channel/UCJVBa_rNJSMWrvfq6uCpEtg"">https://www.youtube.com/channel/UCJVBa_rNJSMWrvfq6uCpEtg?sub_confirmation=1</a>"
Ugx_PFLRh9ALpf6rEed4AaABAg,"<a href=""https://www.youtube.com/channel/UCJVBa_rNJSMWrvfq6uCpEtg"">https://www.youtube.com/channel/UCJVBa_rNJSMWrvfq6uCpEtg?sub_confirmation=1</a>"
UgyWrLGWEZtSFTzUMDR4AaABAg,Naza pour le moment tu es aussi l&#39;artiste qui fait pleurer 😅😊😊😊 le son et lourd ☺️☺️
UgyDwuDcdUKwTFwNdnN4AaABAg,🤙🏾❤🫶🏿
UgzVAH0Faz6vpXtt5gp4AaABAg,Naza tu es le meilleur ❤❤❤❤
UgxoaQZ2Ii73HU4BwrV4AaABAg,Franchement 👊🏿corda 🔥🔥🔥🔥😎
UgypfI5RU_i8fm3WiFZ4AaABAg,Incroyable
UgwT6_QhFtAG_XljBNV4AaABAg,Cette vibes 😮❤😢✨🙏
Ugwno-K5QSyZEPQHsfB4AaABAg,N🎉aza
UgylQjNrO3KISZ6apoF4AaABAg,Naza +242 🇨🇬🎉❤🎉🎉❤
UgzOl7-f75CojexzH754AaABAg,C&#39;est capricarolesque🔥
UgxFA7VhsoHwvVrIxLl4AaABAg,Il chante le ressenti de son frere Keblack 😢..<br>Force à lui❤
UgxHWLL0HaRJOds-xtN4AaABAg,🧠🫀
UgyYmdIsvTruRJNhJbJ4AaABAg,Bravo
UgyePecrcs_cV6WSnud4AaABAg,Superbe 👌💯.....<br>j&#39;adore 💝💝💝💝💝💝💝
Ugx2aSekf86AUjmQHXl4AaABAg,"Ptin ces quoi ce vieux son, pourquoi on le laisse encore toucher un micro"
Ugz4dXK1S8nKGT-3R8B4AaABAg,Oui les chiffres n&#39;y sont pas...<br>Mais qu&#39;est-ce qu&#39;on s&#39;en bat les c*** le son il déchire et puis c&#39;est tout 🔥<br>Like pour lui donner de la force 💪🏽
UgwsIiFkhgquCpzh8eR4AaABAg,Naza - j&#39;ai mal<br><br>Lacrim - j&#39;ai mal
Ugy2aiaJE5p-ppyNfU54AaABAg,Naza toujours au top
UgzGlFSWx2X8TrKzXVF4AaABAg,"En vrai. Il manque un solo de la prod, avec une guitare. T&#39;as capté je crois"
UgzQbc2-8LUke1_5NZF4AaABAg,"Avec Franchise, elle Me Manque <br>SHE Was ALL FOR Me ♌ 🦋"
UgyRz-LEVnxc-9TtSLN4AaABAg,Big bro ❤
UgxUNYSiFfeoasXj8WV4AaABAg,Ça fait 5 fois maintenant que ce morceau est en repeat 🔁😢❤
UgzCGn11IKwpZP5CAth4AaABAg,Il est just bien entouré chapeau à tout le staff qu’y est derrière lui ❤
Ugz7DrLWec2H6DCPhJV4AaABAg,Si tu tombe sur ce commentaire like comme sa naza verra mon commentaire je pourrai chanter avec lui 🔥👀🤞🏻🎤
Ugw1uI9g9W1RtOgx4Eh4AaABAg,Je pense à mon ex 🤦🤦🤦
UgxnDuhxkylnOx-mdMZ4AaABAg,🔥🔥🔥
UgzVXSb0QSDREqCgu454AaABAg,N A Z en vérité melodiquement🎵🎶 tu es fort🔥🔥🔥 chapeau ✌.
Ugz5VO8XvNjjJy2c1L94AaABAg,Qui va réparer si j’ai bobo…🤞🏾🤕
UgxdpimL3naerr7mAG14AaABAg,Forcé 🇨🇩
UgxDmtl-CTnUL3b9O4l4AaABAg,C&#39;est tellement profond ❤️🎉🎁🇨🇩
UgwuccLsVhdXyTKU8Zd4AaABAg,Celui qyi repare les bobo douloureux est Le D.ieu
UgxXJ4Gr0MNuk8v1ltJ4AaABAg,Éclater o sol
UgyQ-HH4HJnkR1SPlfx4AaABAg,Vraiment merci très très fort ❤👍
UgwUj5oC5L6FNo6mDXV4AaABAg,C&#39;est juste une avalanche d&#39;émotions tant l&#39;instrumental les toplines et les paroles sont juste magnifiques bravo Naza pour cette douceur
UgzC3VKKa18iDcZMyyR4AaABAg,"L&#39;hypocrisie c&#39;est de ne pas reconnaître que ce son et TOP💪 <a href=""https://www.youtube.com/watch?v=KCfFpl8Esnc"">https://youtu.be/KCfFpl8Esnc?si=jrV1iEYasndHXEDb</a>"
UgxXxzJ9SeDJ9Rhu-CJ4AaABAg,Naza merci pour cette inspiration à la Matou Samuel❤
UgyOEGlZLYxcXUSE9ZF4AaABAg,Trop bien mais trop court😢
Ugyt4Ng4aiv3CLfTLJ54AaABAg,"Ici il y a les schmitts les frérots <a href=""https://www.youtube.com/watch?v=wublcb3PPR4"">https://www.youtube.com/watch?v=wublcb3PPR4</a>"
UgxvDiBiGciT6nRWUqF4AaABAg,Naza ndeko toujours au top jusqu&#39;au roof 🔝! ✊🏿 🔥
UgxmwD3bhS3I2W69Zjh4AaABAg,Naza ndeko toujours au top jusqu&#39;au roof 🔝! ✊🏿 🔥
UgxjAXawLeRQt1VEoxR4AaABAg,⭐☝🏽🤲🏽
UgwLJ0ZRrLkE2UQokKt4AaABAg,🇨🇩🥰
UgzGgOFQACpmS1G91B54AaABAg,Tu es juste fort mec
UgwCz5ryJncTdQgUg4t4AaABAg,Trop Fort Ce Mec!🇭🇹🪴
UgzD9BjK203wXFbLAJ54AaABAg,🔥🔥💯💪🏾
UgyL8icFxmKu5K3WX5B4AaABAg,Merci naza❤🎉😂
UgzqVdU0hyGQOAwzqU54AaABAg,En mode lover ❤❤❤
UgyqpMcqpK7iCSI1wAB4AaABAg,Non naza c&#39;est un bon
UgxN1XEwZWaEObcSFrN4AaABAg,Naza il aime trop aller au bim’s
UgzVqH0gdJ6hsbwoKFt4AaABAg,bien bien ... 🎉❤
Ugxy3ZA6j6wX54lgOPB4AaABAg,Je valide le son
Ugzpa5LoYt2ZkddoS4B4AaABAg,Voici un nouveau Hit MR &amp; MRS
UgzfQtj_F-i4D9VWslp4AaABAg,MON GA NAZA REVENUE EN FORCE
UgwfoAeO-UkIxumDill4AaABAg,😢 pour mon mari qui nous a quitter le 3.07.23 🕊🥺
UgxvXO5APYD4xPf-3ct4AaABAg,Super
UgzYQTSbS-Kh2PW6IaJ4AaABAg,"Ihangiro tv 🎉🎉<a href=""https://www.youtube.com/watch?v=JnYJnO5OZ4c"">https://youtu.be/JnYJnO5OZ4c?si=BkyBfPM1X9u-zzsR</a>"
Ugzr4yjMWzxCdLbIW-J4AaABAg,Depuis que t’es parti j’ai perdu le goût du riz 😔🙏🏽🙏🏽🙏🏽😔
UgxsbxI1obssEK3oSt94AaABAg,Je traverse cette situation en ce moment.😢
Ugy9QjnYo89h4LTN-WR4AaABAg,Qui va réparer si Naza a bobo
Ugw_Eyg8W8wA0LmwdEN4AaABAg,🤍💪🏾
UgwXVFcGeoWXeyBord54AaABAg,Naza de naza toujours incroyable Gros bébé JOVIAL CAPRICAROLESQUE Gros bébé 🔥🔥🔥🔮🔮🔮🔮🙏🙏🙏🙏🍇🍇🍇🍇🍹🍹🍹🍹🍹
UgyzftABmTCPesG5r1t4AaABAg,J’ai écouter et réécouter 🤧 c’est trop
Ugyn5AVg1GVrAQpJ2s14AaABAg,magnifique NAZA diretemente de cap vert
UgxlRwRQeZbUJbEg3Sp4AaABAg,❤❤❤❤❤
UgwgcAlaUZ32cC5laOd4AaABAg,"En voyant le titre je pensais que c’était une musique en référence au CONGO 🇨🇩 😢😮. Mais très belle chanson, dommage qu’elle soit très courte 🙏🏾"
UgxA2nxHYWHZyMAEAtV4AaABAg,Franchement nul
UgzzXDw-aa_9EWdz6BR4AaABAg,"Y&#39;a n&#39;a assez comme toi frère, 💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝"
Ugy6VLk0Lqn5-Nb1ojl4AaABAg,Machallah ❤.depuis le paradis 🇬🇳
UgwoRKRtmDDwJi1Aimp4AaABAg,C’est le dégât 🙌🏽
UgzOrHEd_4CDvUEGzdd4AaABAg,Je vais écouter ça toute la journée 😢 en acoustique svp 🥰
UgxxROTRW6qN4tUOe2N4AaABAg,Une musique simple mais a fort échos... Force a toi jamais déçue par tes prestas 😊❤
UgwnUS-QkhMCi-r3aCp4AaABAg,Il été au combat il a vue la fin il a fait 1 hit
UgzwQZliMJWL7Vetx6B4AaABAg,😍
UgyjkG7aotBnA_c4umZ4AaABAg,J’kiffe🎉❤
UgwnOsQAIx34FRDW1aN4AaABAg,Incroyable le son je le valide à 100% 😊❤
Ugwi0f0srW7EK1hZrHl4AaABAg,T&#39;es trop fort 🇲🇫🇲🇫 un jour 10
UgyVr4LZobPdzluasi94AaABAg,"Tu es le meilleur <a href=""http://www.youtube.com/results?search_query=%23naza"">#Naza</a>❤"
Ugzw9dCe9PCmTwnDBkt4AaABAg,très salllllll le song naza tu est le meilleur dans ton domaine
Ugxn6zhfk8bhbuQEEx14AaABAg,❤putain
Ugwpjz5XcxhUtl9xTDJ4AaABAg,RIP TORIYAMA
UgxK4lAhjFPLVUAt2SF4AaABAg,❤️🇨🇩
UgyMLGbYeCvDnQHI3Fp4AaABAg,🎉Naza
UgzonIqO4BM1CYOmCzN4AaABAg,Pourquoi le sons est aussi cour !? 😭😭😭. C’est un vrai régal ✨❤️
UgyUMVkX4xXcr2wfl5t4AaABAg,Très kitoko ❤❤🇦🇴🇦🇴🇦🇴
UgyHut7moGm1idmydgJ4AaABAg,"Moi aussi j&#39;ai mal , Francis NGANNOU vient de perdre lamatablement son combat contre JOSHUA 😭😭"
UgyuW38-J_3xBrobrVV4AaABAg,J’ai Dieu Allah aide moi🥺🥺🫶🏽🇵🇸🫀🫀🤲🏽
Ugwuq7PjztoUT4juuMJ4AaABAg,Rien à dire 😍😍😍😍😍
Ugyih86Gk2NjvghQjqF4AaABAg,"<a href=""UCkszU2WH9gy1mb0dV-11UJg/Rf90XtDbG8GQ8gTz_prwAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/Rf90XtDbG8GQ8gTz_prwAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/Rf90XtDbG8GQ8gTz_prwAg""></a>"
UgyCnoaISyZMKMpYIAZ4AaABAg,I love Naza I love your music brother 🎉🎉🎉🎉🎉
UgziilPTI83xGAUN1YJ4AaABAg,Nullllllll 💩💩💩💩💩💩💩
UgzcWbY2w-5_-Cwtp9h4AaABAg,❤❤❤❤❤❤❤❤
UgzYfcRxlQv_Y_gLuK54AaABAg,Tu es le meilleur ❤🎉🎉😘😘💪💪🙏🙏
Ugw7lVYrbMiZLgWZhcJ4AaABAg,"Magnifique, juste magnifique 👌"
Ugw7OGgemas30N907XN4AaABAg,"Nasa, longue vie ! Ta musique est une thérapie pour mes oreilles"
UgzBpy1QjETVlHhJgX14AaABAg,J’aimerais dire j’adore ......Mais on adore que Dieu ✌🏽❤️ Monument vivant
UgwU2V2h2uhfPOxzV954AaABAg,Naza je Kiff Grave ❤❤❤. 🇧🇫🇧🇫🇧🇫.
Ugx1fxP7nuwVChVYzmJ4AaABAg,"Trop court<br> J&#39;aime trop naza mais non pas 2m quand même.  On veut saigner, pleurer dessus nous"
UgxvziiqrovE_hebZbl4AaABAg,Du miel❤
UgxIpiuM9l5M_4fW2Zh4AaABAg,prk il y a pas danseuses qui twerk avec un plug rgb dans le uc 🤣
UgxGhILO5AFZr6unx314AaABAg,Mona moore♥️
Ugyk5yjB_lC9hX8QgiN4AaABAg,Vraiment digeste ❤
UgymDfxlq7PMvkiYzpZ4AaABAg,Top
UgzL18f_Ndoa6KQbFZJ4AaABAg,🎉🎉
UgznA-O3HCo_yDKnuHF4AaABAg,"si tu tombes sur ce tweet, que Dieu t&#39;accordes un beau destin, plein de réussite dans tout ce que tu entreprends❤"
UgxZhSc0thtkh111u414AaABAg,C’est carré ✅
Ugz8s9Nk5o-qFdJmrZd4AaABAg,LES DA SİLVA MORAES İNUTİLE D&#39;İNVENTER DES HİSTOİRES JE SUİS À CHAQUE FOİS CHEZ VOUS STYLÉ 1 DONC İNUTİLE DE DİRE QUE VOUS ME JETEZ À LA POUBELLE PARCE QUE VOUS AİMEZ PAS CERTAİNS OU CERTAİNES PERSONNES DE MA FAMİLLE BİOLOGİQUE CAR J&#39;EN Aİ EMMENÉ AUCUNS ET AUNCUNES CHEZ VOUS LES DA SİLVA MORAES !
UgwuoBZP6cZr3x-Z0BV4AaABAg,FUCK YOU LES DA SİLVA MORAES
Ugx0vn8St4VQTwSlNfN4AaABAg,"wAllah, L&#39;épino c fort c fort c fort 💓💥🇸🇳🙌🏾"
UgyMHtvabTmW4QgLUbN4AaABAg,🔥💯🌟🩸🦾
UgzB0N458agmbmk7sFN4AaABAg,J❤
UgzxWdv-3AUjq6eg29h4AaABAg,Naza 🇨🇬❤
UgyHgvUgKRfUCY2GvF14AaABAg,La chanson <br>Disque de d&#39;or <br>Disque du soleil <br>La melo❤
Ugz0QR7CQcDnHTDItbN4AaABAg,Cette chanson 😢💔
Ugz4tyN0mMFboLrIt6p4AaABAg,Je veux 10 like seulement longue vie à naza🎉
Ugz4aqASgZvPt-FAR394AaABAg,Naza est le meilleur à son style
UgyubJYmHRYkKoqTvZR4AaABAg,Des ❤ pour Naza s&#39;il vous plaît 🙏
Ugy6WhJvJMSEEzwaW5t4AaABAg,Eeeh naza est le meilleur de tout il est incrayable il est formidable quel chanson comme lui même il dit incroyable naza tu est formidables tu est le roi comme tu as dit à gogo et faut pardonne toujours avec naza
Ugy9uNRqUr_-khF-cOt4AaABAg,naza fait sortie que du meilleur
UgyPoEDkC3_Hdi3rMqF4AaABAg,C&#39;est fort💪💪💪242
Ugy-W8OI8fd3b5B9X9F4AaABAg,J&#39;ai mal Debbouze
Ugzo2HZa94rysoNtjTR4AaABAg,The best son🎉🎉🎉🎉🎉🎉I like
Ugy7qgDjMxNZZy8P54N4AaABAg,Oulaaa évolution !😍🙌 step up
UgwJRtdxtPPCCoKQOHx4AaABAg,Le meilleur ❤
Ugw_-vsZ1e55FTZwJGF4AaABAg,"Ça c&#39;est d&#39;office un single d&#39;or , voire dr platine"
Ugy_zHVldmAghuXJdo14AaABAg,jey brownie
UgxkoK8-Gv2vFWqaTNp4AaABAg,i love youuuu naza 🤦🏾‍♂️😍
UgycS7XaqRcDA-5f0pV4AaABAg,❤❤❤❤❤🎉🎉🎉
Ugy8dCYvk5Om3JNnsOx4AaABAg,trop profond
Ugyi6eIpp941K9XeCjJ4AaABAg,On repeat
Ugyj-2Ve4C6k6TBBfgl4AaABAg,Carrément beau❤
UgwyEa_c0VS_DEi04qR4AaABAg,Un sons pour les gamines de 10 ans....il est où le naza qui nous fesais danser 🎶 😢
UgxHqDUgkW9rReuJfdV4AaABAg,En écoutant moi aussi j ai mal
UgzJr13A-YmEQ7kP3fF4AaABAg,Naza to the world comme d&#39;hab tu assure toujours ma star🇨🇩🇨🇩
Ugw2reqJBf4DTd_zoGJ4AaABAg,oh mon dieu on dirait la voix de naza est devenu encore plus grave que celle d&#39;avant ça c&#39;est une dingrie 🥰😍😍
UgyaaF7lNU0D0jMgxYt4AaABAg,Ndeko t&#39;as frappé fort 🥰💎🇨🇩
UgzjcpVp1XGc6MkXLvR4AaABAg,"Très belle chanson,elle méritait quelques paroles en lingala une touche de @innos&#39;b🎉❤❤"
UgzXGzzIn--9g1u5iT54AaABAg,❤
UgxN_Toq4iBI0oFWjft4AaABAg,NAZA ❤
